0 1.41417e-40 1.41417e-40 2 1 0
0.00705423 0.00708333 0.00708333 1 1 0
0.0140084 0.0142654 0.0142654 1 1 0
0.0276103 0.028918 0.028918 1 1 0
0.0472352 0.0515933 0.0515933 1 1 0
0.0748942 0.0870648 0.0870648 1 1 0
0.112399 0.143146 0.143146 1 1 0
0.148384 0.208044 0.208044 1 1 0
0.182238 0.282311 0.282311 1 1 0
0.213577 0.366437 0.366437 1 1 0
0.242233 0.460928 0.460928 1 1 0
0.268217 0.566376 0.566376 1 1 0
0.299096 0.726299 0.726299 1 1 0
0.325096 0.903524 0.903524 1 1 0
0.353853 1.17056 1.17056 1 1 0
0.383141 1.57201 1.57201 1 1 0
0.404557 2.0134 2.0134 1 1 0
0.421175 2.50844 2.50844 1 1 0
0.433407 2.9967 2.9967 1 1 0
0.445415 3.462 3.462 1 1 0
0.477544 3.85094 3.85094 1 1 0
0.613811 4.09542 4.09542 1 1 0
0.715301 4.15271 4.15271 2 1 0
1.08048 4.24342 4.24342 2 1 0
1.51736 4.29137 4.29137 2 1 0
1.9818 4.32136 4.32136 2 1 0
2.45881 4.3424 4.3424 2 1 0
0.715333 4.15271 4.15271 4 2 0
0.715328 4.15858 4.14683 4 2 0
0.715359 4.17032 4.13508 3 2 0
0.715513 4.19378 4.11156 3 2 0
0.716189 4.24064 4.06446 3 2 0
0.718123 4.31075 3.99365 3 2 0
0.723067 4.41553 3.88719 3 2 0
0.734941 4.57185 3.72732 3 2 0
0.762069 4.80447 3.48899 3 2 0
0.802967 5.05686 3.23333 3 2 0
0.858153 5.32786 2.96585 3 2 0
0.927245 5.61498 2.69246 3 2 0
1.00941 5.91523 2.41787 3 2 0
1.10396 6.22625 2.14493 3 2 0
1.21064 6.54661 1.87521 3 2 0
1.32975 6.8757 1.60999 3 2 0
1.48238 7.26284 1.31436 3 2 0
1.63665 7.62164 1.0587 3 2 0
1.79289 7.9564 0.8396 3 2 0
1.95191 8.27065 0.654822 3 2 0
2.11472 8.56713 0.502515 3 2 0
