1 1.2401 1.2401 2 1 0
0.9741 1.27052 1.27052 1 1 0
0.948973 1.30157 1.30157 1 1 0
0.91274 1.34927 1.34927 1 1 0
0.861657 1.42317 1.42317 1 1 0
0.792191 1.53858 1.53858 1 1 0
0.702889 1.71966 1.71966 1 1 0
0.622417 1.92638 1.92638 1 1 0
0.55104 2.15925 2.15925 1 1 0
0.488338 2.41884 2.41884 1 1 0
0.433526 2.70565 2.70565 1 1 0
0.385646 3.01902 3.01902 1 1 0
0.343267 3.35365 3.35365 1 1 0
0.301537 3.68797 3.68797 1 1 0
0.239313 3.96896 3.96896 1 1 0
0.128971 4.15906 4.15906 1 1 0
0.0941425 4.19841 4.19841 1 1 0
0.0941425 4.19841 4.19841 4 2 0
0.0941248 4.2238 4.17305 3 2 0
0.0941245 4.22416 4.17269 3 2 0
0.0938993 4.32578 4.07135 3 2 0
0.0930047 4.47849 3.91981 3 2 0
0.0904411 4.70796 3.6941 3 2 0
0.0840509 5.05247 3.36139 3 2 0
0.0741416 5.42923 3.00937 3 2 0
0.06117 5.83221 2.6488 3 2 0
0.0465507 6.24396 2.29414 3 2 0
0.0321257 6.6389 1.95734 3 2 0
0.0191402 6.99719 1.64231 3 2 0
0.00797225 7.31119 1.34734 3 2 0
