2 0.389443 0.389443 2 1 0
1.60823 0.469703 0.469703 1 1 0
1.32088 0.555807 0.555807 1 1 0
1.02059 0.692487 0.692487 1 1 0
0.734923 0.91615 0.91615 1 1 0
0.51272 1.24728 1.24728 1 1 0
0.378463 1.62226 1.62226 1 1 0
0.289688 2.05033 2.05033 1 1 0
0.228996 2.52496 2.52496 1 1 0
0.187758 3.01134 3.01134 1 1 0
0.157906 3.47471 3.47471 1 1 0
0.12576 3.86025 3.86025 1 1 0
0.0645404 4.10661 4.10661 1 1 0
0.0336597 4.17107 4.17107 2 1 0
-0.0330021 4.28616 4.28616 2 1 0
0.033662 4.17107 4.17107 4 2 0
0.0328299 4.41427 3.92653 3 2 0
0.0328201 4.4157 3.9251 3 2 0
0.0239463 5.01549 3.31676 3 2 0
0.00892872 5.5883 2.74338 3 2 0
-0.00572053 6.06284 2.26014 3 2 0
