Date-Time,Light,Monitor 12 Spider 1,Monitor 12 Spider 2,Monitor 12 Spider 3,Monitor 12 Spider 4,Monitor 12 Spider 5,Monitor 12 Spider 6,Monitor 12 Spider 7,Monitor 12 Spider 8,Monitor 12 Spider 9,Monitor 12 Spider 10,Monitor 12 Spider 11,Monitor 12 Spider 12,Monitor 12 Spider 13,Monitor 12 Spider 14,Monitor 12 Spider 15,Monitor 12 Spider 16,Monitor 12 Spider 17,Monitor 12 Spider 18,Monitor 12 Spider 19,Monitor 12 Spider 20,Monitor 12 Spider 21,Monitor 12 Spider 22,Monitor 12 Spider 23,Monitor 12 Spider 24,Monitor 12 Spider 27,Monitor 12 Spider 29,Monitor 12 Spider 30,Monitor 12 Spider 31,Monitor 12 Spider 32
2017-06-11 00:27:00,0,0,0,0,0,0,22,6,0,0,4,0,0,0,0,32,0,0,0,0,0,0,2,0,0,0,3,0,11,14
2017-06-11 00:28:00,0,0,0,0,0,0,28,5,0,5,2,0,0,8,4,27,0,0,0,0,0,0,1,0,0,0,23,0,0,2
2017-06-11 00:29:00,0,0,0,0,6,0,3,1,0,0,3,0,0,3,3,30,0,0,0,0,0,0,7,0,0,0,30,0,14,0
2017-06-11 00:30:00,0,0,0,0,6,0,2,0,0,5,0,0,0,8,0,0,0,0,0,0,2,0,3,0,0,0,56,0,0,0
2017-06-11 00:31:00,0,0,0,0,0,0,2,5,0,5,3,0,0,0,10,7,0,0,0,0,3,7,8,0,0,0,10,0,0,0
2017-06-11 00:32:00,0,0,0,0,0,3,1,2,0,6,6,0,0,24,3,9,0,0,0,0,7,5,12,0,0,0,17,0,10,0
2017-06-11 00:33:00,0,0,0,0,0,12,2,0,0,3,4,0,0,0,4,6,0,0,0,0,3,11,1,0,0,0,7,0,29,0
2017-06-11 00:34:00,0,0,0,0,0,9,1,0,0,3,4,0,0,6,0,4,0,0,0,0,0,7,0,0,0,0,3,0,5,0
2017-06-11 00:35:00,0,0,0,0,0,1,3,0,0,0,2,0,0,1,0,4,0,0,0,0,7,5,4,0,0,0,0,0,0,0
2017-06-11 00:36:00,0,0,0,0,0,6,0,0,0,7,0,0,0,5,0,6,0,0,0,0,0,5,1,0,0,0,9,0,0,0
2017-06-11 00:37:00,0,0,0,0,0,3,11,0,0,0,0,0,0,4,0,4,0,0,0,0,1,10,0,0,0,0,1,0,0,0
2017-06-11 00:38:00,0,0,0,0,0,2,28,0,0,0,0,0,0,1,0,15,0,0,0,0,8,1,0,0,0,0,29,0,0,0
2017-06-11 00:39:00,0,0,0,0,0,6,0,0,0,5,0,0,0,7,0,4,0,0,0,0,3,8,0,0,0,0,3,0,0,0
2017-06-11 00:40:00,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,2,0,5,4,2,0,0,0,10,0,0,0
2017-06-11 00:41:00,0,0,0,0,0,2,10,0,0,0,0,0,0,16,0,5,0,0,2,0,1,0,3,0,0,0,3,0,0,0
2017-06-11 00:42:00,0,0,0,0,0,18,13,0,0,0,1,0,0,0,0,9,0,0,0,0,2,0,10,0,0,0,16,0,0,0
2017-06-11 00:43:00,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,6,0,0,7,0,13,0,4,0,0,0,1,0,0,0
2017-06-11 00:44:00,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0
2017-06-11 00:45:00,0,0,0,0,0,2,32,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06-11 00:46:00,0,0,0,10,0,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11 00:47:00,0,0,0,6,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11 00:48:00,0,0,0,23,0,3,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11 00:49:00,0,0,0,20,0,3,39,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017-06-11 00:50:00,0,11,0,7,0,0,13,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2017-06-11 00:51:00,0,0,0,8,0,11,30,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06-11 00:52:00,0,0,0,0,0,23,4,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06-11 00:53:00,0,0,0,15,0,11,17,0,0,0,4,0,0,10,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2017-06-11 00:54:00,0,0,0,10,0,2,0,3,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0
2017-06-11 00:55:00,0,0,0,6,0,10,32,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,5,0,0,0
2017-06-11 00:56:00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,8,0,0,0,0,0,0,0,0
2017-06-11 00:57:00,0,0,0,8,0,3,0,0,13,0,1,0,0,2,0,6,0,0,0,0,0,4,6,0,0,0,26,0,0,0
2017-06-11 00:58:00,0,0,0,4,0,2,0,0,10,0,5,0,0,0,0,8,0,0,0,0,3,4,2,0,0,0,25,0,0,0
2017-06-11 00:59:00,0,0,0,0,0,1,7,0,12,0,6,0,0,0,0,6,0,0,0,0,1,12,9,0,0,0,3,0,0,0
2017-06-11 01:00:00,0,0,0,0,0,38,19,0,5,0,2,0,0,3,0,5,0,2,0,0,2,15,7,0,0,0,0,0,0,0
2017-06-11 01:01:00,0,0,0,0,0,26,23,0,4,0,3,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,0
2017-06-11 01:02:00,0,9,0,13,0,2,15,0,6,0,2,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0
2017-06-11 01:03:00,0,0,0,2,0,10,0,0,17,0,2,0,0,4,0,0,0,6,0,0,0,9,5,0,0,0,0,0,0,8
2017-06-11 01:04:00,0,26,0,8,0,7,0,0,11,0,3,0,0,4,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,12
2017-06-11 01:05:00,0,3,0,10,0,9,0,0,12,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14
2017-06-11 01:06:00,0,13,0,10,0,23,0,0,2,0,0,0,0,5,0,0,0,8,0,0,0,11,8,0,0,0,0,0,0,5
2017-06-11 01:07:00,0,1,0,12,0,0,0,0,16,0,9,0,0,4,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,7
2017-06-11 01:08:00,0,5,0,1,0,3,9,0,0,0,5,0,0,3,0,0,0,12,0,0,0,7,2,0,0,0,0,0,0,0
2017-06-11 01:09:00,0,0,0,4,0,2,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5
2017-06-11 01:10:00,0,0,0,0,0,2,31,0,9,0,1,0,0,9,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,8
2017-06-11 01:11:00,0,0,0,0,0,0,16,0,1,0,4,0,0,0,0,0,0,20,0,0,0,4,4,0,0,0,0,0,0,8
2017-06-11 01:12:00,0,0,0,0,0,6,0,0,6,0,4,0,0,2,0,0,0,7,7,0,0,0,18,0,0,0,0,0,0,0
2017-06-11 01:13:00,0,0,0,0,0,2,12,3,6,0,0,0,0,5,0,0,0,0,0,0,0,23,13,0,0,0,12,5,0,0
2017-06-11 01:14:00,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,21,5,0,0
2017-06-11 01:15:00,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,12,0,0
2017-06-11 01:16:00,0,0,0,0,0,3,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,12,5,0,1
2017-06-11 01:17:00,0,0,0,0,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,14
