Date-Time,Light,Monitor 2 Spider 1,Monitor 2 Spider 2,Monitor 2 Spider 3,Monitor 2 Spider 4,Monitor 2 Spider 5,Monitor 2 Spider 6,Monitor 2 Spider 7,Monitor 2 Spider 8,Monitor 2 Spider 9,Monitor 2 Spider 10,Monitor 2 Spider 11,Monitor 2 Spider 12,Monitor 2 Spider 13,Monitor 2 Spider 14,Monitor 2 Spider 15,Monitor 2 Spider 16,Monitor 2 Spider 17,Monitor 2 Spider 18,Monitor 2 Spider 19,Monitor 2 Spider 20,Monitor 2 Spider 21,Monitor 2 Spider 22
9/22/2017 1:34,0,3,0,16,5,9,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2017 1:35,0,6,0,0,29,4,0,7,11,0,1,0,0,0,0,0,0,0,0,10,0,0,0
9/22/2017 1:36,0,10,0,0,5,0,0,8,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2017 1:37,0,9,0,46,3,11,0,5,0,13,2,0,0,0,0,0,0,0,0,5,0,0,0
9/22/2017 1:38,0,0,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2017 1:39,0,0,0,6,8,0,0,22,0,14,5,0,0,0,0,0,0,0,0,2,0,0,0
9/22/2017 1:40,0,0,0,1,4,7,0,7,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0
9/22/2017 1:41,0,17,0,0,4,0,0,14,0,17,3,0,0,0,0,0,0,0,0,6,0,0,0
9/22/2017 1:42,0,14,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
9/22/2017 1:43,0,2,0,6,3,0,0,14,0,16,4,0,0,0,0,0,0,0,12,1,0,0,0
9/22/2017 1:44,0,0,0,0,6,0,0,9,22,21,2,0,0,0,0,0,0,0,15,29,0,0,0
9/22/2017 1:45,0,12,0,10,2,0,0,6,0,15,0,0,0,0,0,0,0,0,7,5,0,0,0
9/22/2017 1:46,0,3,0,10,7,0,0,11,5,0,4,0,0,0,0,0,0,0,9,7,0,0,0
9/22/2017 1:47,0,0,0,1,3,0,0,5,6,0,2,0,0,0,0,0,0,0,7,2,0,0,0
9/22/2017 1:48,0,2,0,24,5,0,0,11,3,0,0,0,0,0,0,0,0,0,4,31,0,0,0
9/22/2017 1:49,0,0,0,36,3,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
9/22/2017 1:50,0,0,1,14,5,0,0,6,29,41,0,0,0,0,0,0,0,0,6,16,0,0,0
9/22/2017 1:51,0,3,0,42,11,0,0,7,0,19,1,0,0,0,0,0,0,0,17,1,0,0,0
9/22/2017 1:52,0,0,0,4,2,0,0,11,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
9/22/2017 1:53,0,6,0,0,10,0,0,13,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0
9/22/2017 1:54,0,0,0,17,3,0,0,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
9/22/2017 1:55,0,4,0,0,5,0,0,5,50,0,0,0,0,0,0,0,0,0,0,4,0,0,0
9/22/2017 1:56,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9/22/2017 1:57,0,0,0,0,5,0,0,9,0,0,3,0,0,0,0,0,0,0,15,9,0,0,0
9/22/2017 1:58,0,0,0,44,2,0,0,8,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0
9/22/2017 1:59,0,0,0,61,17,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2017 2:00,0,0,0,9,4,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
